Año,Mes,Fecha,Precio,Mineral,Unidad de medida,Numero Índice
2012,5,2012M05,2007.63,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),108.3027641715038
2012,6,2012M06,1890.18,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),101.9668558358328
2012,7,2012M07,1876.25,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),101.21539391062295
2012,8,2012M08,1845.38,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),99.55009386530868
2012,9,2012M09,2064.12,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),111.35014996871155
2012,10,2012M10,1974.3,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),106.50475800012946
2012,11,2012M11,1948.83,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),105.13076408519086
2012,12,2012M12,2086.76,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),112.57147789310145
2013,1,2013M01,2037.75,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),109.92760503204366
2013,2,2013M02,2053.59,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),110.78210301447899
2013,3,2013M03,1909.57,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),103.01286062620028
2013,4,2013M04,1861.67,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),100.42886735860863
2013,5,2013M05,1832.02,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),98.82938092052737
2013,6,2013M06,1814.54,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),97.88641218738536
2013,7,2013M07,1769.61,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),95.46263729150033
2013,8,2013M08,1817.62,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),98.0525645728589
2013,9,2013M09,1761.3,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),95.01434952419999
2013,10,2013M10,1814.58,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),97.88857001057333
2013,11,2013M11,1747.96,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),94.29471549101267
2013,12,2013M12,1739.81,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),93.85505901646418
2014,1,2014M01,1727.41,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),93.18613382819412
2014,2,2014M02,1695.17,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),91.44692833869193
2014,3,2014M03,1705.37,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),91.99717325162375
2014,4,2014M04,1810.67,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),97.67764279394947
2014,5,2014M05,1751.05,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),94.46140733228319
2014,6,2014M06,1838.95,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),99.20322378784282
2014,7,2014M07,1948.3,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),105.10217292795028
2014,8,2014M08,2030.49,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),109.53596012342747
2014,9,2014M09,1990.43,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),107.37490020067754
2014,10,2014M10,1946.19,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),104.98834775478498
2014,11,2014M11,2055.55,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),110.88783635068944
2014,12,2014M12,1909.46,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),103.00692661243338
2015,1,2015M01,1814.72,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),97.89612239173123
2015,2,2015M02,1817.82,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),98.06335368879874
2015,3,2015M03,1773.86,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),95.69190600522192
2015,4,2015M04,1819.19,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),98.13725913298664
2015,5,2015M05,1804.04,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),97.31998360054376
2015,6,2015M06,1687.73,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),91.04557322572988
2015,7,2015M07,1639.5,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),88.44377791683749
2015,8,2015M08,1548.13,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),83.51477029972165
2015,9,2015M09,1589.6,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),85.75189348984743
2015,10,2015M10,1516.49,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),81.80793215803897
2015,11,2015M11,1467.89,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),79.18617698465789
2015,12,2015M12,1497.2,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),80.76732192564141
2016,1,2016M01,1481.1,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),79.89879809248428
2016,2,2016M02,1531.26,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),82.60470837019615
2016,3,2016M03,1531.01,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),82.59122197527134
2016,4,2016M04,1571.23,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.76091319077315
2016,5,2016M05,1550.63,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),83.64963424896963
2016,6,2016M06,1593.51,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),85.9628207064713
2016,7,2016M07,1629.05,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),87.88004660898085
2016,8,2016M08,1639.28,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),88.43190988930367
2016,9,2016M09,1592.36,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),85.90078328981723
2016,10,2016M10,1665.9,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),89.86794122089637
2016,11,2016M11,1737.11,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),93.70940595127635
2016,12,2016M12,1727.74,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),93.20393586949484
2017,1,2017M01,1791.24,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),96.62948018039403
2017,2,2017M02,1860.75,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),100.37923742528537
2017,3,2017M03,1901.47,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),102.57590143063678
2017,4,2017M04,1921.22,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),103.64132662969597
2017,5,2017M05,1913.02,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),103.19897287616253
2017,6,2017M06,1885.29,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),101.70306195110372
2017,7,2017M07,1902.96,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),102.65628034438859
2017,8,2017M08,2030.01,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),109.51006624517188
2017,9,2017M09,2096.49,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),113.09636838357464
2017,10,2017M10,2131.49,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),114.98446367304662
2017,11,2017M11,2097.44,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),113.14761668428889
2017,12,2017M12,2080.47,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),112.23216019679344
2018,1,2018M01,2209.73,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),119.20516582871198
2018,2,2018M02,2181.79,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),117.69792633191636
2018,3,2018M03,2069.24,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),111.62635133677145
2018,4,2018M04,2254.69,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),121.630559091988
2018,5,2018M05,2299.67,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),124.05703126685799
2018,6,2018M06,2237.62,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),120.70970804652265
2018,7,2018M07,2082.24,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),112.32764387286105
2018,8,2018M08,2051.51,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),110.66989620870467
2018,9,2018M09,2026.46,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),109.31855943723971
2018,10,2018M10,2029.86,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),109.50197440821698
2018,11,2018M11,1938.51,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),104.57404570269513
2018,12,2018M12,1920.38,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),103.59601234274865
2019,1,2019M01,1853.72,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),100.0
2019,2,2019M02,1862.99,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),100.50007552381157
2019,3,2019M03,1871.21,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),100.943508188939
2019,4,2019M04,1845.42,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),99.55225168849665
2019,5,2019M05,1781.26,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),96.091103294996
2019,6,2019M06,1755.95,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),94.72574067280927
2019,7,2019M07,1796.99,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),96.93966726366442
2019,8,2019M08,1740.68,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),93.9019916708025
2019,9,2019M09,1753.51,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),94.59411345834322
2019,10,2019M10,1725.96,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),93.10791273763029
2019,11,2019M11,1774.79,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),95.74207539434218
2019,12,2019M12,1771.38,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),95.55812096756792
2020,1,2020M01,1773.09,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),95.65036790885354
2020,2,2020M02,1688.1,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),91.0655330902186
2020,3,2020M03,1610.89,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),86.90039488164341
2020,4,2020M04,1459.93,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),78.75677017025225
2020,5,2020M05,1466.37,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),79.10417970351509
2020,6,2020M06,1568.57,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),84.61741794877328
2020,7,2020M07,1643.81,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),88.67628336534104
2020,8,2020M08,1737.26,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),93.71749778823123
2020,9,2020M09,1743.77,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),94.06868351207301
2020,10,2020M10,1806.1,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),97.43111149472412
2020,11,2020M11,1935.28,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),104.3998014802667
2020,12,2020M12,2014.67,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),108.68254105258615
2021,1,2021M01,2003.98,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),108.1058628056017
2021,2,2021M02,2078.59,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),112.13074250695898
2021,3,2021M03,2190.48,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),118.1667134195024
2021,4,2021M04,2319.39,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),125.12083809852619
2021,5,2021M05,2433.53,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),131.27818656539284
2021,6,2021M06,2446.65,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),131.98595257104634
2021,7,2021M07,2497.64,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),134.73663767990848
2021,8,2021M08,2602.99,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),140.41980450121915
2021,9,2021M09,2834.56,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),152.91198239216277
2021,10,2021M10,2934.39,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),158.29736961353387
2021,11,2021M11,2636.45,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),142.22482359795436
2021,12,2021M12,2695.53,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),145.41192844658312
2022,1,2022M01,3005.98,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),162.15933366419955
2022,2,2022M02,3245.79,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),175.09602313186457
2022,3,2022M03,3498.37,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),188.72159765228835
2022,4,2022M04,3244.41,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),175.02157823187966
2022,5,2022M05,2830.32,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),152.68325313423819
2022,6,2022M06,2563.44,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),138.28625682411584
2022,7,2022M07,2408.42,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),129.92361305914594
2022,8,2022M08,2430.79,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),131.130375677017
2022,9,2022M09,2224.76,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),120.01596789159098
2022,10,2022M10,2255.54,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),121.67641283473232
2022,11,2022M11,2350.72,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),126.81095311050213
2022,12,2022M12,2401.69,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),129.56055930777032
2023,1,2023M01,2501.82,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),134.96213020305117
2023,2,2023M02,2416.18,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),130.3422307576117
2023,3,2023M03,2296.42,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),123.88170813283558
2023,4,2023M04,2343.23,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),126.40690071855512
2023,5,2023M05,2268.6,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),122.38094210560386
2023,6,2023M06,2184.75,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),117.85760524782599
2023,7,2023M07,2159.73,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),116.50788684375202
2023,8,2023M08,2136.57,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),115.25850721791858
2023,9,2023M09,2184.67,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),117.85328960145006
2023,10,2023M10,2192.21,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),118.26003927238202
2023,11,2023M11,2202.26,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),118.80219234835899
2023,12,2023M12,2182.43,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),117.73245150292384
2024,1,2024M01,2192.82,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),118.29294607599854
2024,2,2024M02,2179.46,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),117.57223313121723
2024,3,2024M03,2226.16,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),120.09149170316984
2024,4,2024M04,2506.1,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),135.19301728416372
2024,5,2024M05,2564.54,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),138.34559696178493
2024,6,2024M06,2497.61,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),134.73501931251755
2024,7,2024M07,2349.13,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),126.7251796387804
2024,8,2024M08,2343.67,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),126.43063677362277
2024,9,2024M09,2449.92,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),132.1623546166627
2024,10,2024M10,2595.58,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),140.0200677556481
2024,11,2024M11,2582.19,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),139.29773644347583
2024,12,2024M12,2541.02,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),137.07679692725978
2025,1,2025M01,2573.4,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),138.82355479791985
2025,2,2025M02,2657.6,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),143.36577260859244
2025,3,2025M03,2658.29,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),143.4029950585849
2025,4,2025M04,2371.6,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),127.9373368146214
2025,5,2025M05,2448.79,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),132.1013961116026
2025,6,2025M06,2525.96,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),136.26437649698983
2025,7,2025M07,2606.37,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),140.60214056060246
2025,8,2025M08,2597.34,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),140.1150119759187
2025,9,2025M09,2653.32,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),143.1348855274799
2025,10,2025M10,2793.09,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),150.67485920203697
2025,11,2025M11,2819.06,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),152.07582590682517
2025,12,2025M12,2875.53,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),155.122132792439
2026,1,2026M01,3141.89,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),169.49107740111776
2026,2,2026M02,3065.19,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),165.35345143818915
2026,3,2026M03,3372.95,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),181.95574304641477
2026,4,2026M04,3599.85,Aluminio (Al),Dólar por Tonelada Métrica (USD/t),194.19599508016313
1990,1,1990M01,2366.64,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),39.84846188816487
1990,2,1990M02,2360.16,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),39.73935444764358
1990,3,1990M03,2625.61,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),44.20888686838073
1990,4,1990M04,2686.15,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),45.22823323399168
1990,5,1990M05,2741.95,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),46.167769527369465
1990,6,1990M06,2584.56,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),43.517704702732736
1990,7,1990M07,2769.49,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),46.63147614958495
1990,8,1990M08,2957.03,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),49.78919364886936
1990,9,1990M09,3031.37,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),51.040898452627495
1990,10,1990M10,2743.56,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),46.194878011819966
1990,11,1990M11,2585.89,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),43.54009866814837
1990,12,1990M12,2485.38,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),41.847754710309644
1991,1,1991M01,2448.52,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),41.22712195450489
1991,2,1991M02,2449.38,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),41.24160226296914
1991,3,1991M03,2409.63,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),40.57230893569733
1991,4,1991M04,2472.04,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),41.62314155343402
1991,5,1991M05,2305.88,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),38.82541125759795
1991,6,1991M06,2219.28,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.3672778703844
1991,7,1991M07,2236.28,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.65351652607298
1991,8,1991M08,2233.19,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.60148844100958
1991,9,1991M09,2324.57,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),39.14010540317557
1991,10,1991M10,2363.64,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),39.797949184219824
1991,11,1991M11,2379.84,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),40.07071778552306
1991,12,1991M12,2223.14,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.43227088279368
1992,1,1992M01,2139.23,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),36.01943055345086
1992,2,1992M02,2205.97,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.143169840548225
1992,3,1992M03,2227.33,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.502820292636926
1992,4,1992M04,2215.33,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.30076947685676
1992,5,1992M05,2216.52,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.320806182754964
1992,6,1992M06,2299.2,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),38.71293630348032
1992,7,1992M07,2520.32,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),42.43605933558957
1992,8,1992M08,2521.64,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),42.45828492532538
1992,9,1992M09,2414.06,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),40.64689936185617
1992,10,1992M10,2249.15,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.87021602599721
1992,11,1992M11,2158.32,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),36.34085972622115
1992,12,1992M12,2206.82,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.15748177333266
1993,1,1993M01,2256.85,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.99986529945614
1993,2,1993M02,2212.6,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),37.25480291626677
1993,3,1993M03,2152.59,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),36.24438046168611
1993,4,1993M04,1949.88,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),32.83123705611962
1993,5,1993M05,1794.5,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),30.21501574312606
1993,6,1993M06,1853.42,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),31.207085248606692
1993,7,1993M07,1927.16,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),32.44868751157583
1993,8,1993M08,1947.45,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),32.790321765924126
1993,9,1993M09,1861.86,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),31.34919432237207
1993,10,1993M10,1646.4,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),27.721371925039147
1993,11,1993M11,1630.02,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),27.445572561499215
1993,12,1993M12,1724.19,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),29.031166338334092
1994,1,1994M01,1805.35,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),30.397703355727295
1994,2,1994M02,1866.4,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),31.425636881008906
1994,3,1994M03,1914.87,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),32.24175380108097
1994,4,1994M04,1881.82,Cobre (Cu),Dólar por Tonelada Métrica (USD/t),31.68527217928642
